Film,Developer,Dilution,ASA/ISO,35mm,120,Sheet,Temp,Notes
Orwo films,Orwo N74+,D-76,1+1,400,9,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo N74+,D-76,stock,800,12.5,,,20C,
Orwo films,Orwo N74+,D-76,stock,1600,12,,,22C,
Orwo films,Orwo N74+,Diafine,stock,400,3+3,,,20C,
Orwo films,Orwo N74+,Eco Pro,1+1,400,11-13,,,20C,
Orwo films,Orwo N74+,HC-110,B,400,6.5,,,20C,Dilution B is 1+31 from concentrate
Orwo films,Orwo N74+,ID-11,stock,400,9.5,,,20C,
Orwo films,Orwo N74+,ID-11,1+1,400,10,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Orwo films,Orwo N74+,ID-11,1+1,400,9,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo N74+,ID-11,stock,800,12.5,,,20C,
Orwo films,Orwo N74+,ID-11,stock,1600,12,,,22C,
Orwo films,Orwo N74+,Microphen,stock,400,7,,,20C,
Orwo films,Orwo N74+,Paranol S,1+25,400,9,,,20C,
Orwo films,Orwo N74+,Rodinal,1+50,400,13,,,20C,
Orwo films,Orwo N74+,Spur TRX 2000,1+30,400,11,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Orwo films,Orwo N74+,TMax Dev,1+4,400,6,,,21C,
Orwo films,Orwo N74+,XT-3,stock,400,8,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Orwo films,Orwo N74+,XT-3,1+1,400,11-13,,,20C,
Orwo films,Orwo N74+,Xtol,stock,400,8,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Orwo films,Orwo N74+,Xtol,1+1,400,11-13,,,20C,
Orwo films,Orwo N75,Bellini DF2 Duo Step,stock,320,3+3,,,20C,
Orwo films,Orwo N75,Bellini FX6a Monobath,stock,320,11,,,20C,
Orwo films,Orwo N75,Bellini Hydrofen,1+39,320,6,,,20C,
Orwo films,Orwo N75,Black/White & Green,1+49,320,11,,,20C,
Orwo films,Orwo N75,D-23,1+1,320,13,,,20C,
Orwo films,Orwo N75,D-76,stock,320,9.5,,,20C,
Orwo films,Orwo N75,D-76,1+1,320,10,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Orwo films,Orwo N75,D-76,1+1,320,9,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo N75,D-76,stock,800,12.5,,,20C,
Orwo films,Orwo N75,D-76,stock,1600,12,,,22C,
Orwo films,Orwo N75,Diafine,stock,320,3+3,,,20C,
Orwo films,Orwo N75,Eco Pro,1+1,320,11-13,,,20C,
Orwo films,Orwo N75,HC-110,B,320,6.5,,,20C,Dilution B is 1+31 from concentrate
Orwo films,Orwo N75,ID-11,stock,320,9.5,,,20C,
Orwo films,Orwo N75,ID-11,1+1,320,10,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Orwo films,Orwo N75,ID-11,1+1,320,9,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo N75,ID-11,stock,800,12.5,,,20C,
Orwo films,Orwo N75,ID-11,stock,1600,12,,,22C,
Orwo films,Orwo N75,Ilfotec HC,1+15,400,6.5,,,20C,
Orwo films,Orwo N75,Microphen,stock,320,7,,,20C,
Orwo films,Orwo N75,Nucleol BF200,20+15+965,400,9.5,,,20C,
Orwo films,Orwo N75,Perceptol,stock,400,9,,,25C,
Orwo films,Orwo N75,Rodinal,1+50,320,13,,,20C,
Orwo films,Orwo N75,TMax Dev,1+4,320,6,,,21C,
Orwo films,Orwo N75,XT-3,1+1,320,11-13,,,20C,
Orwo films,Orwo N75,Xtol,1+1,320,11-13,,,20C,
Orwo films,Orwo NP100,Adox HR-DEV,1+35,100,10,,,20.5C,
Orwo films,Orwo NP100,Rodinal,1+25,100,6.5,,,20C,
Orwo films,Orwo NP100,XT-3,1+1,100,5.5,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo P400,D-76,stock,400,8,,,20C,
Orwo films,Orwo P400,D-76,1+1,400,9.5,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo P400,D175,1+1,320,7,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo P400,HC-110,B,400,6.5,,,20C,Dilution B is 1+31 from concentrate
Orwo films,Orwo P400,ID-11,stock,400,8,,,20C,
Orwo films,Orwo P400,ID-11,1+1,400,9.5,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo P400,Rodinal,1+50,400,11,,,20C,
Orwo films,Orwo P400,XT-3,1+1,400,9.5,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo P400,Xtol,1+1,400,9.5,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo TF12d,XT-3,1+1,50,8,,,21C,Time for Jobo/rotary tube processor
Orwo films,Orwo TF12d,Xtol,1+1,50,8,,,21C,Time for Jobo/rotary tube processor
Orwo films,Orwo UN54+,510-Pyro,1+100,100,5.25,,,20C,
Orwo films,Orwo UN54+,510-Pyro,1+100,100,12.5,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then once every 5-10 mins"
Orwo films,Orwo UN54+,510-Pyro,1+100,400,14,,,20C,
Orwo films,Orwo UN54+,Adox HR-DEV,1+35,160,13,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Orwo films,Orwo UN54+,Adox M-Q Borax,stock,160,7.5,,,20C,
Orwo films,Orwo UN54+,Atomal 49,1+2,100,18,,,20C,
Orwo films,Orwo UN54+,Bellini DF2 Duo Step,stock,100,3+3,,,20C,
Orwo films,Orwo UN54+,Bellini Hydrofen,1+39,100,5,,,20C,
Orwo films,Orwo UN54+,Beutler,1+1+10,100,7,,,20C,
Orwo films,Orwo UN54+,Black/White & Green,1+49,100,8.25,,,20C,
Orwo films,Orwo UN54+,D-23,1+1,100,12,,,20C,
Orwo films,Orwo UN54+,D-76,stock,100,5.5,,,20C,
Orwo films,Orwo UN54+,D-76,1+1,100,7,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo UN54+,D-76,1+3,100,13-14,,,20C,
Orwo films,Orwo UN54+,D-96,stock,100,4.5-6,,,20C,
Orwo films,Orwo UN54+,Diafine,stock,100,3+3,,,20C,
Orwo films,Orwo UN54+,Eco Pro,1+1,80,6.5,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Orwo films,Orwo UN54+,Eco Pro,1+1,100,7-8,,,20C,
Orwo films,Orwo UN54+,F76+,1+14,100,8,,,20C,
Orwo films,Orwo UN54+,FX-1,1+1+8,100,9,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Orwo films,Orwo UN54+,HC-110,J,80,18,,,20C,Dilution J is 1+150 from concentrate
Orwo films,Orwo UN54+,HC-110,1+90,100,12,,,20C,Dilution from concentrate
Orwo films,Orwo UN54+,HC-110,B,100,6,,,20C,Dilution B is 1+31 from concentrate
Orwo films,Orwo UN54+,HC-110,H,100,7.5,,,20C,Dilution H is 1+63 from concentrate
Orwo films,Orwo UN54+,HC-110,J,100,18,,,20C,Same time applies across ASA/ISO range
Orwo films,Orwo UN54+,ID-11,stock,100,5.5,,,20C,
Orwo films,Orwo UN54+,ID-11,1+1,100,7,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo UN54+,ID-11,1+3,100,13-14,,,20C,
Orwo films,Orwo UN54+,Ilfotec DD-X,1+4,100,9,,,20C,Time for Jobo/rotary tube processor
Orwo films,Orwo UN54+,Ilfotec LC29,1+19,100,5.5,,,20C,
Orwo films,Orwo UN54+,Microdol-X,1+2,100,33,,,22C,"Agitation: continuous first min, then 10 secs every 3 mins."
Orwo films,Orwo UN54+,Mocon,1+64,100,11,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Orwo films,Orwo UN54+,Nucleol BF200,20+15+965,100,7,,,20C,
Orwo films,Orwo UN54+,PCK,5+10+100,100,6.5-7,,,20C,
Orwo films,Orwo UN54+,PMK,1+2+100,100,13,,,21C,"Agitation: continuous first 30 secs, then 1 inversion every 15 secs."
Orwo films,Orwo UN54+,Pyrocat-HD,1+1+100,100,10,,,20C,Presoak 3-5 minutes
Orwo films,Orwo UN54+,Pyrocat-HD,1+1+200,100,40,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Orwo films,Orwo UN54+,Rodinal,1+25,100,6.5,,,20C,
Orwo films,Orwo UN54+,Rodinal,1+50,100,8-10,,,20C,
Orwo films,Orwo UN54+,Rodinal,1+100,100,25,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Orwo films,Orwo UN54+,Spur HRX,1+17,80,9.5,,,20C,
Orwo films,Orwo UN54+,Spur SLD,1+20,200,9.5,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Orwo films,Orwo UN54+,Spur TRX 2000,1+35,160,13,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Orwo films,Orwo UN54+,Spur UFP,1+24,125,7.5,,,20C,
Orwo films,Orwo UN54+,TMax Dev,1+9,100,8,,,20C,
Orwo films,Orwo UN54+,XT-3,1+1,80,6.5,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Orwo films,Orwo UN54+,XT-3,1+1,100,7-8,,,20C,
Orwo films,Orwo UN54+,XT-3,1+1,100,5,,,24C,Time for Jobo/rotary tube processor
Orwo films,Orwo UN54+,Xtol,1+1,80,6.5,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Orwo films,Orwo UN54+,Xtol,1+1,100,7-8,,,20C,
Orwo films,Orwo UN54+,Xtol,1+1,100,5,,,24C,Time for Jobo/rotary tube processor
Polypan F,Polypan F,510-Pyro,1+100,50,8.5,,,20C,
Polypan F,Polypan F,A&B Lith,1+1,400,6,,,20C,Continuous Tone
Polypan F,Polypan F,Acufine,stock,50,3.5,,,20C,Presoak 3-5 minutes
Polypan F,Polypan F,Acufine,stock,100,5,,,20C,Presoak 3-5 minutes
Polypan F,Polypan F,Acurol-N,1+70,32,10,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Polypan F,Polypan F,Atomal 49,stock,50,8.5,,,20C,
Polypan F,Polypan F,Bellini DF2 Duo Step,stock,50,3+3,,,20C,Same time applies across ASA/ISO range
Polypan F,Polypan F,Bellini DF2 Duo Step,stock,80,5+4,,,24C,
Polypan F,Polypan F,Bellini DF2 Duo Step,stock,100,3+3,,,20C,Same time applies across ASA/ISO range
Polypan F,Polypan F,Caffenol C,stock,50,11,,,20C,
Polypan F,Polypan F,Caffenol C-L,stock,50,11,,,22C,
Polypan F,Polypan F,Caffenol C-L,stock,100,60,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Polypan F,Polypan F,D-25,stock,25,40,,,20C,
Polypan F,Polypan F,D-76,1+1,50,8-13,,,20C,
Polypan F,Polypan F,D-76,1+3,50,21-25,,,20C,
Polypan F,Polypan F,D-76,1+1,100,19.5,,,20C,
Polypan F,Polypan F,D-96,stock,25,7,,,20C,
Polypan F,Polypan F,Diafine,stock,50,3+3,,,20C,Same time applies across ASA/ISO range
Polypan F,Polypan F,Diafine,stock,80,5+4,,,24C,
Polypan F,Polypan F,Diafine,stock,100,3+3,,,20C,Same time applies across ASA/ISO range
Polypan F,Polypan F,Dokumol,1+5,50,7,,,20C,
Polypan F,Polypan F,Dokumol,1+5,100,10.5,,,20C,
Polypan F,Polypan F,Eco Pro,stock,50,7,,,20C,
Polypan F,Polypan F,Eco Pro,2+3,50,8.5-9,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Polypan F,Polypan F,Eco Pro,1+3,100,23,,,20C,
Polypan F,Polypan F,Eco Pro,stock,125,13,,,20C,
Polypan F,Polypan F,FD10,1+9,50,8,,,20C,
Polypan F,Polypan F,FD10,1+9,100,11,,,20C,
Polypan F,Polypan F,Foma W-17 Hydrofen,1+3,50,18,,,20C,
Polypan F,Polypan F,Foma W-17 Hydrofen,1+7,65,34,,,20C,Same time applies across ASA/ISO range
Polypan F,Polypan F,Foma W-17 Hydrofen,1+7,80,34,,,20C,Same time applies across ASA/ISO range
Polypan F,Polypan F,Foma W-17 Hydrofen,1+1,200,20,,,20C,"Stand development: agitate for first minute only, then allow to stand undisturbed"
Polypan F,Polypan F,Fomadon LQN,1+14,25,10,,,20C,
Polypan F,Polypan F,Fomadon LQN,1+10,50,7,,,20C,
Polypan F,Polypan F,Fomadon R09,1+50,50,13.5,,,19C,"Agitation: 15 secs per min for 3 mins, then 1 inversion every 3 mins."
Polypan F,Polypan F,Fomadon R09,1+50,200,25,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then once every 5-10 mins"
Polypan F,Polypan F,FX-1,1+1+8,100,12,,,20C,"Agitation: continuous first min, then 5 secs per min."
Polypan F,Polypan F,FX-39,1+9,50,9,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Polypan F,Polypan F,HC-110,H,25,12.5,,,20C,"Agitation: 15 secs per min for 3 mins, then 1 inversion every 3 mins."
Polypan F,Polypan F,HC-110,1+250,50,90,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Polypan F,Polypan F,HC-110,1+500,50,90,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Polypan F,Polypan F,HC-110,B,50,9.5,,,20C,Dilution B is 1+31 from concentrate
Polypan F,Polypan F,HC-110,J,200,75,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then once every 5-10 mins"
Polypan F,Polypan F,HC-110,A,400,9.5,,,20C,Dilution A is 1+15 from concentrate
Polypan F,Polypan F,HC-110,B,400,32,,,20C,Agitation: 1 inversion every 2-3 mins.
Polypan F,Polypan F,ID-11,1+1,50,8-13,,,20C,
Polypan F,Polypan F,ID-11,1+1,50,9,,,20C,Note unavailable
Polypan F,Polypan F,ID-11,1+3,50,21-25,,,20C,
Polypan F,Polypan F,ID-11,1+1,100,9.5,,,20C,
Polypan F,Polypan F,ID-68,1+3,25,12,,,20C,
Polypan F,Polypan F,ID-68,1+3,50,18.5,,,20C,
Polypan F,Polypan F,Ilfosol 3,1+14,50,6.5,,,20C,
Polypan F,Polypan F,Ilfosol 3,1+9,100,8,,,20C,
Polypan F,Polypan F,Ilfotec DD-X,1+4,50,8,,,20C,
Polypan F,Polypan F,Ilfotec HC,1+31,100,8,,,20C,
Polypan F,Polypan F,Ilfotec HC,1+100,200,127,,,22C,"Stand development: agitate for first minute only, then allow to stand undisturbed"
Polypan F,Polypan F,Ilfotec LC29,1+19,50,20,,,18C,
Polypan F,Polypan F,Microdol-X,stock,32,22,,,22C,
Polypan F,Polypan F,Microphen,1+1,50,9,,,20C,
Polypan F,Polypan F,Microphen,stock,64,10.5,,,20C,
Polypan F,Polypan F,Microphen,stock,200,15.5,,,20C,
Polypan F,Polypan F,PC-TEA,1+50,50,7.5,,,20C,Note unavailable
Polypan F,Polypan F,PC-TEA,1+50,100,10.5,,,20C,"Agitation: continuous first 2 mins, then 5 secs every 1.5 mins."
Polypan F,Polypan F,Perceptol,1+3,25,15,,,20C,Note unavailable
Polypan F,Polypan F,Perceptol,1+3,50,15,,,20C,Low Contrast
Polypan F,Polypan F,Promicrol,1+9,50,8,,,20C,
Polypan F,Polypan F,Pyrocat-HD,1+1+100,50,9,,,23C,
Polypan F,Polypan F,Rodinal,1+50,25,8.5,,,20C,"Agitation: continuous first min, then 5 secs per min."
Polypan F,Polypan F,Rodinal,1+25,50,6,,,20C,
Polypan F,Polypan F,Rodinal,1+50,50,13,,,20C,
Polypan F,Polypan F,Rodinal,1+100,50,40,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then once every 5-10 mins"
Polypan F,Polypan F,Rodinal,1+100,50,60,,,20C,"Stand development: agitate for first minute only, then allow to stand undisturbed"
Polypan F,Polypan F,Rodinal,1+25,100,10.5,,,20C,
Polypan F,Polypan F,Rodinal,1+50,100,17,,,20C,
Polypan F,Polypan F,Rodinal,1+90,100,60,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Polypan F,Polypan F,Rodinal,1+100,100,60,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Polypan F,Polypan F,Rodinal,1+100,100,65,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then once every 5-10 mins"
Polypan F,Polypan F,Rodinal,1+50,200,25,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then once every 5-10 mins"
Polypan F,Polypan F,Rodinal,1+60,400,240,,,22C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Polypan F,Polypan F,Silvermax,1+48,100,18,,,22C,
Polypan F,Polypan F,Spur HRX,1+17,32,10.5,,,20C,Agitation: continuous (slow rhythm).
Polypan F,Polypan F,Spur HRX,1+18,50,9.5,,,20C,
Polypan F,Polypan F,Spur SD 2525,1+15,25,5,,,20C,
Polypan F,Polypan F,Spur SLD,1+24,50,6,,,20C,
Polypan F,Polypan F,Tanol,1+1+100,32,12,,,24C,
Polypan F,Polypan F,TD-3,1+1+6,100,17,,,21C,
Polypan F,Polypan F,TFX-2,stock,125,22,,,20C,
Polypan F,Polypan F,TMax Dev,1+9,12,22,,,22C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Polypan F,Polypan F,TMax Dev,1+9,50,12,,,20C,
Polypan F,Polypan F,TMax Dev,1+9,50,8,,,24C,
Polypan F,Polypan F,Ultrafin,1+10,80,6.5,,,20C,
Polypan F,Polypan F,XT-3,stock,50,7,,,20C,
Polypan F,Polypan F,XT-3,2+3,50,8.5-9,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Polypan F,Polypan F,XT-3,1+3,100,23,,,20C,
Polypan F,Polypan F,XT-3,stock,125,13,,,20C,
Polypan F,Polypan F,Xtol,stock,50,7,,,20C,
Polypan F,Polypan F,Xtol,2+3,50,8.5-9,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Polypan F,Polypan F,Xtol,1+3,100,23,,,20C,
Polypan F,Polypan F,Xtol,stock,125,13,,,20C,
ReraPan,ReraPan 100,D-76,stock,100,,8,,20C,127 film size
ReraPan,ReraPan 100,HC-110,B,100,,6.5,,20C,Dilution B is 1+31 from concentrate
ReraPan,ReraPan 100,HC-110,H,400,,26,,20C,Dilution H is 1+63 from concentrate
ReraPan,ReraPan 100,ID-11,stock,100,,8,,20C,127 film size
ReraPan,ReraPan 100,Ilfotec LC29,1+19,80,,6.5,,20C,127 film size
ReraPan,ReraPan 100,Rodinal,1+50,100,,16.5,,20C,127 film size
ReraPan,ReraPan 400,Acurol-N,1+4,200,,10,,24C,127 film size
ReraPan,ReraPan 400,Acurol-N,1+50,200,,10,,20C,127 film size
ReraPan,ReraPan 400,D-76,stock,400,,8,,20C,127 film size
ReraPan,ReraPan 400,D-76,1+1,400,,14,,20C,127 film size
ReraPan,ReraPan 400,D-76,1+3,400,,28,,20C,127 film size
ReraPan,ReraPan 400,D-76,stock,800,,11,,20C,127 film size
ReraPan,ReraPan 400,D-76,1+1,800,,18,,20C,127 film size
ReraPan,ReraPan 400,Emofin,stock,400,,6+6,,20C,127 film size
ReraPan,ReraPan 400,Fomadon LQR,1+10,400,,10,,20C,
ReraPan,ReraPan 400,FX-39,1+9,400,,11,,20C,127 film size
ReraPan,ReraPan 400,HC-110,B,400,,6,,20C,127 film size
ReraPan,ReraPan 400,ID-11,stock,400,,8,,20C,Note unavailable
ReraPan,ReraPan 400,ID-11,1+1,400,,14,,20C,127 film size
ReraPan,ReraPan 400,ID-11,1+3,400,,28,,20C,127 film size
ReraPan,ReraPan 400,ID-11,stock,800,,11,,20C,Note unavailable
ReraPan,ReraPan 400,ID-11,1+1,800,,18,,20C,127 film size
ReraPan,ReraPan 400,Ilfosol 3,1+9,400,,6.5,,20C,Note unavailable
ReraPan,ReraPan 400,Ilfosol 3,1+14,400,,11,,20C,127 film size
ReraPan,ReraPan 400,Ilfosol 3,1+9,800,,15,,20C,127 film size
ReraPan,ReraPan 400,Ilfosol 3,1+14,800,,25,,20C,127 film size
ReraPan,ReraPan 400,Ilfotec DD-X,1+4,400,,10,,20C,Note unavailable
ReraPan,ReraPan 400,Ilfotec DD-X,1+4,800,,12,,20C,127 film size
ReraPan,ReraPan 400,Ilfotec LC29,1+9,400,,4.5,,20C,127 film size
ReraPan,ReraPan 400,Ilfotec LC29,1+19,400,,8,,20C,127 film size
ReraPan,ReraPan 400,Ilfotec LC29,1+9,800,,6.5,,20C,Note unavailable
ReraPan,ReraPan 400,Ilfotec LC29,1+19,800,,12.5,,20C,127 film size
ReraPan,ReraPan 400,Microphen,stock,400,,7,,20C,Note unavailable
ReraPan,ReraPan 400,Microphen,1+1,400,,13,,20C,127 film size
ReraPan,ReraPan 400,Microphen,stock,800,,10,,20C,Note unavailable
ReraPan,ReraPan 400,Microphen,1+1,800,,16,,20C,127 film size
ReraPan,ReraPan 400,Perceptol,1+1,320,,20,,20C,Note unavailable
ReraPan,ReraPan 400,Promicrol,1+9,400,,10,,20C,127 film size
ReraPan,ReraPan 400,Rodinal,1+25,400,,12,,20C,127 film size
ReraPan,ReraPan 400,Rodinal,1+50,400,,21,,20C,127 film size
ReraPan,ReraPan 400,Rollei RLS Low Speed,1+4,400,,18,,24C,127 film size
ReraPan,ReraPan 400,Rollei Supergrain,1+12,400,,7,,20C,Note unavailable
ReraPan,ReraPan 400,Studional,1+15,400,,5,,20C,127 film size
ReraPan,ReraPan 400,TMax Dev,1+4,400,,7,,20C,Note unavailable
ReraPan,ReraPan 400,TMax Dev,1+9,400,,10,,20C,127 film size
ReraPan,ReraPan 400,TMax Dev,1+9,1600,,18,,20C,127 film size
ReraPan,ReraPan 400,XT-3,stock,400,,9,,20C,Note unavailable
ReraPan,ReraPan 400,XT-3,1+1,400,,12,,20C,127 film size
ReraPan,ReraPan 400,Xtol,stock,400,,9,,20C,127 film size
ReraPan,ReraPan 400,Xtol,1+1,400,,12,,20C,127 film size
Rollei ATP/ATO,Rollei ATO 2.1,Burton 195,stock,10,6,6,6,20C,
Rollei ATP/ATO,Rollei ATO 2.1,Caffenol Delta Micro,stock,25,10,10,10,20C,
Rollei ATP/ATO,Rollei ATO 2.1,Rodinal,1+300,1,12,12,12,20C,"User reports poor results with this combination, test before use"
Rollei ATP/ATO,Rollei ATO 2.1,Rodinal,1+50,25,7,7,7,20C,Note unavailable
Rollei ATP/ATO,Rollei ATO 2.1,Rollei RSL Superlith,1+4,25,5,5,5,20C,
Rollei ATP/ATO,Rollei ATP 1.1,510-Pyro,1+500,25,25,25,,21C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Rollei ATP/ATO,Rollei ATP 1.1,Burton 195,stock,16,8,8,,20C,Note unavailable
Rollei ATP/ATO,Rollei ATP 1.1,Rodinal,1+150,15,6.5,6.5,,20C,
Rollei ATP/ATO,Rollei ATP 1.1,Rodinal,1+300,20,12,12,,20C,
Rollei ATP/ATO,Rollei ATP 1.1,Rodinal,1+300,25,12,12,,20C,
Rollei ATP/ATO,Rollei ATP 1.1,Rollei ATP DC,2+23,40,6,6,,20C,
Rollei ATP/ATO,Rollei ATP 1.1,Rollei RLC Low Contrast,1+4,10,6,6,,20C,Same time applies across ASA/ISO range
Rollei ATP/ATO,Rollei ATP 1.1,Rollei RLC Low Contrast,1+4,32,6,6,,20C,Note unavailable
Rollei Blackbird,Rollei Blackbird,510-Pyro,1+300,64,22.75,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 10 secs every 5-10 mins"
Rollei Blackbird,Rollei Blackbird,D-76,stock,25,6,,,20C,
Rollei Blackbird,Rollei Blackbird,D-76,stock,100,10,,,20C,
Rollei Blackbird,Rollei Blackbird,ID-11,stock,25,6,,,20C,
Rollei Blackbird,Rollei Blackbird,ID-11,stock,100,10,,,20C,
Rollei Blackbird,Rollei Blackbird,Ilford Ilfosol 3,1+19,64,5,,,20C,Note unavailable
Rollei Blackbird,Rollei Blackbird,Rodinal,1+50,64,8,,,21C,
Rollei Blackbird,Rollei Blackbird,Rodinal,1+50,100,11,,,21C,
Rollei Blackbird,Rollei Blackbird,Rodinal,1+50,200,16.25,,,21C,
Rollei Blackbird,Rollei Blackbird,Rollei Supergrain,1+9,25,5.5,,,20C,High Contrast
Rollei Blackbird,Rollei Blackbird,Rollei Supergrain,1+12,25,7,,,20C,
Rollei Blackbird,Rollei Blackbird,Silberra Ascorol,1+29,100,10,,,20C,
Rollei Infrared IR400,Rollei Infrared IR400,510-Pyro,1+100,400,22,22,22,20C,"Semi-stand development: continuous agitation 60 secs, then once every 10 mins"
Rollei Infrared IR400,Rollei Infrared IR400,Acufine,stock,25,5.5,5.5,5.5,20C,Note unavailable
Rollei Infrared IR400,Rollei Infrared IR400,Acurol-N,1+50,40,13.5,13.5,13.5,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Rollei Infrared IR400,Rollei Infrared IR400,Adox HR-DEV,1+30,80,12.5,12.5,12.5,20C,Note unavailable
Rollei Infrared IR400,Rollei Infrared IR400,ADX II,1+24,160,11,11,11,20C,
Rollei Infrared IR400,Rollei Infrared IR400,Ars-Imago FD,1+59,400,7.5,7.5,7.5,20C,
Rollei Infrared IR400,Rollei Infrared IR400,Atomal 49,stock,400,9,9,9,20C,
Rollei Infrared IR400,Rollei Infrared IR400,Bellini DF2 Duo Step,stock,200,3+3,3+3,3+3,22C,
Rollei Infrared IR400,Rollei Infrared IR400,Bellini DF2 Duo Step,stock,400 (12),6+6,6+6,6+6,20C,"Data in parenthesis for metering with deep red or opaque filter, suitable filters include: Wratten #29, #88A, #89B, B+W #92, Hoya R72, RG695nm, RG715nm IR"
Rollei Infrared IR400,Rollei Infrared IR400,Bellini DF2 Duo Step,stock,400,3+3,3+3,3+3,22C,Note unavailable
Rollei Infrared IR400,Rollei Infrared IR400,Bellini Hydrofen,1+15,400,8.5,8.5,8.5,20C,
Rollei Infrared IR400,Rollei Infrared IR400,D-76,1+1,12,9.5,9.5,9.5,20C,With Hoya R72
Rollei Infrared IR400,Rollei Infrared IR400,D-76,1+1,250,9.5,9.5,9.5,20C,Note unavailable
Rollei Infrared IR400,Rollei Infrared IR400,D-76,stock,400 (25),6,6,6,20C,"Data in parenthesis for metering with deep red or opaque filter, suitable filters include: Wratten #29, #88A, #89B, B+W #92, Hoya R72, RG695nm, RG715nm IR"
Rollei Infrared IR400,Rollei Infrared IR400,D-76,stock,800,8.5,8.5,8.5,20C,Note unavailable
Rollei Infrared IR400,Rollei Infrared IR400,Diafine,stock,200,3+3,3+3,3+3,22C,
Rollei Infrared IR400,Rollei Infrared IR400,Diafine,stock,400 (12),6+6,6+6,6+6,20C,"Data in parenthesis for metering with deep red or opaque filter, suitable filters include: Wratten #29, #88A, #89B, B+W #92, Hoya R72, RG695nm, RG715nm IR"
Rollei Infrared IR400,Rollei Infrared IR400,Diafine,stock,400,3+3,3+3,3+3,22C,No filter
Rollei Infrared IR400,Rollei Infrared IR400,DiXactol Ultra,1+7+300,3.2,9,9,9,21C,Extend after-bath to 3 mins
Rollei Infrared IR400,Rollei Infrared IR400,Eco Pro,1+1,50,7.5,7.5,7.5,20C,With Wratten #25 red filter
Rollei Infrared IR400,Rollei Infrared IR400,Eco Pro,1+1,400,17,17,17,20C,
Rollei Infrared IR400,Rollei Infrared IR400,F76+,1+9,10,7.25,7.25,7.25,20C,With Wratten #89B filter (B+W #92)
Rollei Infrared IR400,Rollei Infrared IR400,F76+,1+9,25,8.5,8.5,8.5,22C,With Hoya R72
